id,current_satisfaction_score,last_evaluation_satisfaction_score,number_projects,average_montly_hours,time_spent_at_company,promotion_in_last_5_years,department,salary
117894,43,48,2,136,3,0,RandD,196000
117900,51,71,2,180,3,0,product_mng,56000
117915,11,79,6,247,4,0,RandD,110000
117930,38,53,2,136,3,0,product_mng,135000
117939,10,97,6,247,4,0,management,134000
117946,60,48,4,219,4,0,sales,128000
117955,85,48,2,208,4,0,technical,143000
117968,9,83,6,250,4,0,sales,127000
117971,27,66,3,133,6,0,sales,52000
117979,56,98,3,251,3,0,accounting,136000
117983,72,54,4,219,2,0,technical,147000
117989,40,41,4,127,3,0,IT,69000
117995,31,87,4,184,3,0,technical,55000
117998,52,53,2,286,3,0,sales,113000
118014,45,54,2,129,3,0,marketing,165000
118022,11,80,6,259,5,0,support,129000
118035,93,91,2,238,2,0,sales,67000
118046,41,54,2,152,3,0,technical,59000
118060,52,80,5,209,2,0,support,50000
118074,73,62,5,134,3,0,IT,191000
118088,81,97,5,243,5,0,support,126000
118103,91,49,2,180,3,0,support,72000
118104,56,68,3,109,3,0,IT,62000
118116,85,94,5,235,4,0,sales,62000
118124,50,95,5,137,3,0,sales,107000
118138,71,76,3,201,2,0,RandD,125000
118150,88,69,3,248,4,0,RandD,68000
118164,10,77,7,250,5,0,RandD,101000
118166,55,87,3,241,4,0,IT,55000
118171,49,94,5,136,3,0,product_mng,130000
118179,58,73,4,205,4,0,IT,55000
118188,41,56,2,154,3,1,support,101000
118201,96,95,4,265,2,0,sales,64000
118203,99,86,3,166,2,0,support,55000
118213,81,62,3,240,6,1,sales,50000
118221,50,83,5,258,2,0,IT,66000
118234,43,48,2,135,3,0,sales,127000
118240,66,91,5,199,3,0,marketing,55000
118251,99,59,5,263,3,0,sales,205000
118255,67,97,5,239,3,0,support,60000
118268,45,52,2,160,3,0,sales,57000
118271,58,53,4,181,3,0,sales,66000
118277,87,94,5,219,5,0,marketing,50000
118282,45,46,2,128,3,0,sales,62000
118295,42,49,2,145,3,0,sales,148000
118297,74,96,4,154,4,0,support,114000
118314,76,47,3,223,2,0,support,106000
118321,88,63,3,184,4,0,support,125000
118332,86,96,5,245,6,0,accounting,100000
118347,39,51,2,151,3,0,hr,139000
118350,85,81,2,223,3,0,product_mng,60000
118363,69,86,4,214,2,0,support,211000
118377,89,51,4,185,3,0,sales,217000
118392,100,61,3,188,4,0,product_mng,52000
118401,40,54,2,148,3,0,support,52000
118407,69,56,4,178,3,0,support,119000
118421,83,75,3,150,3,0,support,63000
118427,70,84,6,161,4,0,technical,50000
118442,63,66,4,157,2,0,support,132000
118457,64,86,5,222,3,0,sales,110000
118463,48,70,3,213,10,0,sales,115000
118470,52,83,4,210,2,0,product_mng,117000
118485,45,54,2,140,3,0,support,58000
118494,38,49,2,132,3,0,support,70000
118508,73,95,3,258,3,0,technical,52000
118521,85,87,5,246,5,0,sales,107000
118536,9,94,7,267,4,0,sales,123000
118552,57,55,2,173,2,0,RandD,73000
118560,10,97,7,254,4,0,sales,60000
118569,82,92,5,225,5,0,sales,60000
118577,11,84,6,298,4,0,sales,65000
118580,54,51,2,176,3,0,support,169000
118591,86,95,4,241,5,0,accounting,64000
118598,63,90,4,188,4,0,sales,61000
118603,84,85,4,249,6,0,marketing,53000
118618,69,82,4,137,2,0,technical,68000
118629,83,92,5,267,6,0,support,61000
118643,63,64,3,180,3,0,accounting,68000
118660,84,60,3,250,3,0,RandD,73000
118677,52,96,4,246,3,0,support,72000
118693,21,65,4,276,6,0,marketing,193000
118707,44,90,4,117,3,0,sales,121000
118722,75,92,3,192,3,0,product_mng,131000
118734,82,90,3,215,4,0,management,159000
118739,66,76,3,207,2,0,accounting,69000
118744,43,50,2,135,3,0,product_mng,133000
118749,82,63,4,232,4,0,technical,60000
118763,64,66,5,157,2,0,product_mng,65000
118769,96,85,4,173,3,0,marketing,186000
118772,9,79,6,293,5,0,sales,52000
118782,50,49,4,222,3,0,management,175000
118794,45,47,2,150,3,0,sales,56000
118808,50,48,4,130,10,0,sales,162000
118824,89,79,4,212,3,0,support,64000
118832,72,62,3,243,2,0,hr,67000
118834,11,91,7,287,4,0,sales,51000
118841,39,50,2,147,3,0,marketing,72000
118849,38,55,2,158,3,0,support,68000
118854,45,49,2,149,3,0,product_mng,220000
118862,79,67,5,156,2,0,product_mng,58000
118879,53,43,2,139,3,0,support,198000
118886,44,56,2,134,3,0,technical,130000
118898,98,51,3,157,3,0,marketing,145000
118910,62,97,2,271,3,0,sales,65000
118914,14,41,6,114,3,0,sales,67000
118924,15,55,6,139,4,0,support,180000
118932,60,62,3,135,2,0,sales,132000
118936,10,90,7,281,4,0,sales,68000
118938,51,76,3,256,2,0,technical,104000
118948,93,96,4,223,3,0,support,191000
118958,94,88,5,150,4,0,technical,118000
118967,60,59,3,172,3,0,technical,128000
118973,88,71,5,219,2,0,IT,145000
118980,22,51,4,131,2,0,technical,138000
118993,99,64,3,183,3,0,hr,102000
119000,24,73,4,273,5,0,support,50000
119007,31,95,5,205,3,0,accounting,54000
119023,81,70,6,161,4,0,IT,107000
119027,48,90,4,201,4,0,marketing,100000
119033,83,85,4,263,3,0,support,125000
119035,69,59,4,264,3,0,sales,106000
119045,48,72,4,186,3,0,RandD,61000
119046,54,53,4,158,2,0,technical,119000
119048,98,53,4,214,2,0,sales,72000
119057,72,76,3,269,3,0,sales,141000
119066,41,38,4,142,10,0,support,50000
119072,75,99,5,254,5,0,sales,74000
119075,54,84,4,223,3,0,accounting,134000
119092,95,64,3,242,5,0,sales,69000
119109,56,92,5,222,4,0,support,143000
119113,43,46,2,129,3,0,technical,105000
119128,23,84,5,140,4,0,IT,60000
119131,51,85,2,248,4,0,IT,151000
119133,96,97,6,137,10,0,sales,51000
119139,51,98,4,269,3,0,accounting,57000
119149,40,46,2,134,3,0,accounting,53000
119160,62,79,4,268,6,0,sales,120000
119170,53,50,3,231,3,0,sales,50000
119171,80,54,4,258,3,0,support,50000
119179,93,91,2,238,2,0,sales,70000
119188,92,83,5,270,3,0,technical,64000
119197,66,96,3,243,3,0,sales,119000
119213,95,72,4,235,2,0,support,57000
119227,82,58,2,248,6,0,management,57000
119237,85,89,4,150,3,0,accounting,187000
119242,75,100,5,223,6,0,accounting,135000
119254,97,74,4,209,2,0,sales,64000
119263,11,84,6,300,5,0,support,70000
119271,11,89,6,301,4,0,sales,101000
119277,38,49,2,144,3,0,hr,51000
119293,84,54,3,245,3,0,sales,74000
119297,91,90,4,245,5,0,technical,70000
119299,10,79,6,275,4,0,management,69000
119308,66,92,4,239,3,0,hr,115000
119321,90,88,5,254,2,0,marketing,136000
119335,63,62,4,184,4,0,support,128000
119341,50,75,3,232,2,0,IT,118000
119348,55,82,2,197,4,0,technical,64000
119362,66,85,4,237,3,0,support,137000
119374,69,59,4,266,4,0,technical,147000
119384,82,86,5,243,5,0,IT,52000
119399,66,81,2,201,3,0,IT,122000
119407,59,99,3,235,2,0,management,109000
119422,61,74,5,185,2,0,technical,145000
119423,55,98,4,137,2,0,technical,104000
119431,70,54,3,194,2,0,IT,54000
119435,67,77,4,242,3,0,marketing,108000
119451,60,62,3,238,4,1,marketing,131000
119463,43,92,5,151,4,0,technical,74000
119475,42,38,2,139,4,0,technical,149000
119485,94,83,2,185,3,0,technical,107000
119489,65,87,4,267,2,0,technical,57000
119506,67,57,2,160,4,0,support,62000
119508,56,66,5,216,2,0,technical,209000
119514,51,89,4,233,7,0,sales,120000
119525,50,77,3,267,2,0,management,211000
119527,11,78,7,278,4,0,sales,52000
119539,58,73,3,265,6,0,RandD,65000
119541,88,59,3,224,2,0,hr,51000
119546,84,78,3,221,3,0,technical,137000
119547,59,47,3,129,2,0,RandD,103000
119554,96,95,6,215,4,0,IT,74000
119562,95,49,4,229,3,0,product_mng,115000
119571,67,63,3,227,3,0,technical,148000
119577,23,96,4,242,6,0,marketing,123000
119594,45,50,2,157,3,0,marketing,112000
119603,51,76,2,239,3,0,support,179000
119618,97,86,5,222,3,0,technical,62000
119621,74,100,4,242,2,0,management,69000
119630,51,59,3,238,3,0,support,191000
119647,83,86,4,139,3,0,support,107000
119648,61,90,4,216,3,0,technical,112000
119654,62,91,3,251,10,0,sales,137000
119662,67,55,5,239,2,0,marketing,149000
119663,84,80,3,151,3,0,rd,74000
119665,86,58,4,211,4,0,sales,121000
119667,62,65,3,249,3,0,technical,74000
119676,64,38,5,122,4,0,sales,67000
119689,96,51,4,237,3,0,sales,57000
119703,56,51,4,140,2,0,sales,63000
119711,87,79,3,244,3,0,sales,198000
119722,10,92,7,273,4,0,technical,144000
119739,99,84,5,138,2,0,IT,101000
119748,84,43,6,246,4,0,technical,132000
119754,95,66,4,168,2,0,sales,110000
119755,78,63,6,111,6,0,IT,159000
119760,92,86,3,166,4,0,sales,63000
119768,97,81,3,249,2,0,sales,65000
119771,94,95,5,170,3,0,support,130000
119787,61,87,3,185,2,0,support,64000
119796,95,76,3,236,2,0,sales,118000
119805,99,81,4,246,3,0,product_mng,56000
119822,32,86,4,214,5,0,sales,144000
119831,36,47,2,136,3,0,accounting,62000
119846,50,84,3,233,3,0,sales,114000
119850,93,79,5,241,4,0,marketing,212000
119853,72,73,5,167,3,0,marketing,107000
119860,94,73,4,204,2,0,sales,67000
119870,86,96,4,146,3,0,IT,122000
119872,42,52,2,160,3,0,support,53000
119889,95,90,3,186,2,0,marketing,68000
119898,84,74,2,168,3,0,support,61000
119910,57,54,4,167,3,0,technical,145000
119924,45,79,5,97,6,0,accounting,151000
119929,85,69,3,194,4,0,sales,128000
119934,84,58,4,208,3,0,accounting,105000
119942,80,67,3,164,3,0,IT,209000
119951,61,48,4,163,3,0,sales,147000
119956,78,87,4,228,5,0,support,67000
119959,18,81,5,140,4,0,sales,70000
119967,42,47,2,137,3,0,support,116000
119978,75,87,4,193,3,0,sales,137000
119985,40,54,2,137,3,0,marketing,141000
119995,90,87,4,231,5,0,management,50000
120002,21,61,3,173,2,0,RandD,74000
120010,91,68,4,178,3,0,sales,147000
120026,93,99,3,169,3,0,technical,55000
120029,98,91,3,165,2,0,hr,140000
120044,84,52,4,251,3,0,RandD,69000
120051,10,94,7,264,4,0,IT,110000
120065,82,80,5,205,3,0,IT,66000
120078,50,67,2,142,3,0,technical,55000
120081,91,52,3,178,3,0,sales,146000
120096,73,68,3,132,2,0,support,144000
120106,83,55,5,247,3,0,sales,73000
120119,65,59,5,271,3,0,technical,121000
120122,89,84,6,196,4,0,sales,131000
120130,15,67,6,167,6,0,sales,70000
120136,50,55,3,188,2,0,product_mng,134000
120137,98,63,3,169,2,0,marketing,59000
120153,16,78,4,196,5,0,technical,153000
120167,56,58,3,173,3,0,support,140000
120171,76,42,3,217,2,0,sales,71000
120183,89,64,4,151,5,0,sales,202000
120200,48,61,3,223,3,0,support,115000
120212,60,96,4,99,6,0,RandD,102000
120218,61,68,4,244,3,0,sales,64000
120228,75,77,4,136,3,0,management,122000
120236,81,65,3,195,2,0,IT,105000
120238,82,59,5,143,2,0,technical,177000
120247,58,74,4,215,3,0,sales,69000
120259,77,82,4,134,3,1,sales,64000
120264,82,86,5,257,5,0,sales,58000
120276,84,63,4,135,2,0,sales,115000
120292,66,72,4,271,3,0,sales,74000
120296,39,51,2,151,3,0,hr,138000
120302,66,95,5,206,2,0,sales,121000
120307,58,50,3,144,3,0,Sales,105000
120312,62,89,4,261,2,0,technical,105000
120320,78,98,5,263,6,0,sales,72000
120329,64,100,4,201,2,0,sales,116000
120345,71,51,3,248,4,0,sales,72000
120354,9,84,7,260,4,0,sales,57000
120361,86,95,5,275,2,0,technical,112000
120365,85,96,4,240,6,0,technical,116000
120370,64,94,4,210,3,0,product_mng,72000
120382,47,50,4,254,4,0,sales,64000
120386,66,84,4,186,3,0,IT,137000
120401,11,92,6,269,4,0,accounting,135000
120407,38,47,2,140,3,0,IT,69000
120408,10,97,6,254,5,0,sales,134000
120417,96,72,3,197,3,0,technical,58000
120423,50,57,3,219,3,0,sales,149000
120436,80,97,4,220,3,0,support,60000
120441,53,69,4,135,3,0,product_mng,74000
120457,26,91,5,183,6,0,IT,133000
120469,38,57,2,140,3,0,support,55000
120485,39,48,2,160,3,0,sales,65000
120497,11,87,6,305,4,0,marketing,73000
120512,68,83,3,144,2,0,accounting,124000
120521,86,60,3,229,2,0,support,68000
120534,56,62,3,154,2,0,sales,71000
120549,72,67,4,147,2,0,technical,144000
120563,15,66,5,160,4,0,sales,148000
120575,92,69,4,149,6,0,RandD,100000
120579,51,89,4,233,7,0,sales,131000
120596,68,54,4,153,3,0,product_mng,112000
120612,72,59,5,200,8,0,sales,71000
120629,50,95,3,198,4,0,accounting,62000
120639,46,57,2,139,3,0,sales,53000
120654,10,98,6,265,4,0,technical,74000
120666,88,100,5,219,6,0,technical,71000
120678,85,76,3,197,5,0,IT,129000
120693,56,57,4,161,3,0,sales,141000
120704,67,44,4,194,2,0,sales,68000
120716,97,99,3,196,3,0,product_mng,65000
120724,37,45,2,126,3,0,support,116000
120725,86,98,5,233,3,0,technical,57000
120739,100,77,5,269,3,0,sales,50000
120745,75,68,3,237,5,0,sales,52000
120762,43,47,2,135,3,0,sales,56000
120779,96,81,3,247,3,0,RandD,66000
120790,71,72,4,137,3,0,sales,126000
120792,56,94,3,154,3,0,support,66000
120804,85,68,3,272,2,0,support,133000
120813,74,52,3,213,3,0,support,126000
120817,54,58,4,178,3,0,hr,108000
120825,10,77,6,247,4,0,sales,61000
120830,79,93,5,268,5,0,technical,124000
120832,57,67,5,235,2,0,product_mng,74000
120841,96,49,4,252,3,0,sales,130000
120842,9,94,6,266,4,0,sales,101000
120852,55,40,3,158,3,0,hr,61000
120856,98,92,4,201,3,0,support,57000
120872,83,94,4,267,5,0,sales,118000
120882,23,37,3,247,4,0,hr,144000
120894,97,63,5,163,3,0,technical,70000
120909,35,54,3,128,3,0,support,121000
120913,77,80,4,167,3,0,sales,140000
120914,78,80,4,197,3,0,technical,54000
120915,44,49,2,154,3,0,support,55000
120930,56,64,5,241,3,0,support,112000
120938,99,86,4,196,2,0,marketing,202000
120952,87,53,4,144,3,0,sales,127000
120961,100,91,3,160,4,0,sales,146000
120976,11,79,6,281,4,0,support,103000
120993,89,92,3,195,2,0,marketing,113000
120998,84,88,4,263,5,0,marketing,68000
121006,55,49,3,191,3,0,IT,143000
121020,70,72,4,202,3,0,IT,126000
121024,83,91,3,251,2,0,RandD,115000
121037,11,84,7,264,4,0,technical,146000
121040,69,52,3,186,3,0,IT,149000
121050,88,71,4,250,3,0,RandD,133000
121059,70,74,3,212,3,0,sales,62000
121064,57,78,3,162,2,0,sales,55000
121068,69,75,4,249,4,0,hr,133000
121076,57,82,5,218,3,0,support,124000
121081,92,62,3,199,2,0,IT,143000
121097,19,64,5,181,4,0,support,133000
121114,81,47,4,153,7,0,product_mng,51000
121116,41,77,4,231,6,0,technical,60000
121132,11,88,5,250,4,0,RandD,143000
121142,83,54,4,259,5,0,support,100000
121150,91,77,4,239,2,0,technical,103000
121152,52,82,4,206,2,0,sales,181000
121158,36,56,2,140,3,0,technical,134000
121174,73,89,5,236,6,0,product_mng,63000
121186,51,66,4,182,2,0,sales,138000
121200,54,78,4,176,2,0,marketing,102000
121204,9,96,6,296,4,0,technical,58000
121219,38,49,2,151,3,0,technical,68000
121231,99,77,5,160,3,0,support,135000
121236,72,62,3,270,4,0,sales,56000
121244,65,77,4,273,2,0,support,163000
121260,69,67,4,141,3,0,sales,107000
121270,43,57,2,157,3,0,sales,56000
121279,42,38,2,115,3,0,hr,107000
121295,96,51,3,241,6,0,support,61000
121310,55,81,3,239,8,0,accounting,197000
121318,77,91,5,236,5,0,marketing,107000
121329,89,87,5,255,5,0,RandD,141000
121342,42,56,2,149,3,0,sales,69000
121353,12,90,3,200,3,0,support,61000
121357,60,54,4,182,6,0,sales,125000
121363,65,90,3,200,3,0,technical,192000
121373,89,79,4,133,2,0,support,112000
121379,45,49,2,134,3,0,RandD,107000
121387,78,95,5,273,2,0,technical,50000
121402,24,39,4,152,5,0,product_mng,174000
121419,77,99,4,260,3,0,sales,120000
121428,46,60,4,119,5,0,support,133000
121429,80,74,2,205,3,0,sales,69000
121434,21,85,6,285,7,0,sales,121000
121449,11,55,2,137,3,0,RandD,53000
121466,62,77,3,271,2,0,sales,130000
121479,81,77,5,249,2,0,support,51000
121486,69,75,4,261,3,0,hr,126000
121497,71,39,3,261,3,0,RandD,105000
121505,67,36,3,280,4,0,support,55000
121507,10,82,6,244,4,0,technical,133000
121516,53,80,4,204,3,0,IT,131000
121531,72,84,3,167,3,0,sales,149000
121536,80,90,4,211,8,0,accounting,133000
121543,73,85,5,245,3,0,RandD,61000
121553,19,76,3,107,5,0,support,50000
121570,77,80,3,207,3,0,sales,74000
121582,53,52,2,135,4,0,technical,139000
121583,64,96,3,274,3,0,accounting,64000
121593,92,60,4,161,3,0,IT,51000
121610,82,92,5,198,3,0,technical,73000
121627,56,68,4,220,2,0,support,148000
121633,22,91,6,222,8,0,technical,59000
121635,22,52,5,147,5,0,RandD,64000
121648,90,95,5,275,3,0,management,57000
121661,79,67,5,222,4,0,technical,67000
121672,75,59,4,199,2,0,RandD,56000
121675,59,65,5,265,3,0,IT,113000
121686,84,68,4,151,2,0,technical,56000
121698,11,91,6,308,4,0,IT,72000
121715,98,56,3,187,3,0,RandD,136000
121730,61,90,2,142,3,0,marketing,180000
121741,98,74,4,151,3,0,sales,124000
121758,39,54,2,127,3,0,IT,54000
121770,62,71,5,149,2,0,RandD,71000
121775,86,74,2,178,3,0,management,131000
121791,9,95,6,304,4,0,sales,63000
121794,22,86,4,293,3,0,marketing,65000
121806,99,89,4,254,3,0,sales,100000
121811,69,90,6,224,4,1,RandD,59000
121820,78,89,3,211,3,0,support,130000
121834,62,63,5,153,6,0,technical,133000
121851,87,50,4,267,2,0,accounting,121000
121865,95,94,2,269,4,0,sales,68000
121872,36,50,2,132,3,0,management,68000
121881,35,56,4,142,2,0,hr,68000
121893,68,91,4,162,3,0,technical,134000
121901,37,57,2,155,3,0,support,54000
121913,76,52,2,229,3,1,technical,122000
121922,68,70,5,168,2,0,accounting,134000
121930,11,85,6,308,5,0,sales,120000
121931,15,48,6,204,6,0,sales,57000
121937,73,92,6,189,3,0,sales,102000
121943,9,92,7,254,4,0,sales,107000
121957,69,80,5,215,3,0,sales,69000
121973,81,78,3,165,3,0,technical,172000
121974,9,97,7,268,4,0,support,137000
121975,70,93,2,310,3,0,product_mng,60000
121989,53,96,4,272,2,0,support,61000
121994,14,63,6,215,5,0,sales,65000
121999,78,86,5,274,5,0,sales,70000
122002,63,49,4,151,3,0,technical,123000
122019,89,87,5,225,5,0,product_mng,51000
122032,38,50,3,196,3,0,sales,123000
122043,10,77,7,250,5,0,RandD,127000
122053,79,75,4,168,3,0,sales,175000
122059,68,80,2,257,2,0,sales,54000
122062,85,55,4,260,2,0,sales,64000
122075,12,87,4,244,5,0,sales,67000
122089,71,53,4,196,2,0,sales,51000
122095,82,59,3,155,3,0,accounting,102000
122109,85,92,3,188,4,0,technical,141000
122115,42,47,2,157,3,0,accounting,57000
122127,61,47,2,253,3,0,sales,61000
122138,98,93,5,203,2,0,technical,101000
122147,66,79,5,134,3,0,management,173000
122154,95,62,3,161,3,0,sales,56000
122167,52,47,3,108,5,0,management,140000
122172,71,77,2,255,3,0,support,139000
122178,14,73,7,282,5,0,technical,66000
122185,75,99,5,221,5,0,product_mng,58000
122190,52,54,4,212,3,0,IT,53000
122202,69,100,5,237,3,0,technical,213000
122207,89,75,4,246,3,0,support,67000
122221,29,57,5,98,5,0,hr,133000
122228,44,46,2,143,3,0,IT,72000
122241,51,39,5,132,6,1,technical,66000
122252,82,73,4,195,5,0,technical,105000
122254,11,93,6,282,4,0,sales,52000
122267,73,90,5,184,3,0,IT,69000
122276,83,80,4,149,3,0,management,51000
122288,58,77,4,140,3,0,RandD,65000
122296,31,87,6,240,3,0,hr,74000
122299,72,73,3,198,2,0,technical,74000
122308,92,60,3,179,2,0,IT,65000
122315,69,91,6,150,5,0,IT,121000
122316,38,50,2,132,3,0,accounting,61000
122333,90,76,2,150,2,0,technical,126000
122346,94,51,5,142,2,0,technical,53000
122359,87,57,3,149,2,0,accounting,137000
122375,83,92,4,255,5,0,accounting,52000
122378,44,42,3,178,3,0,support,160000
122391,87,65,4,246,2,0,sales,51000
122407,96,68,3,132,2,0,sales,127000
122418,53,64,3,168,3,0,sales,69000
122434,17,76,4,199,5,0,management,125000
122435,12,70,5,277,3,0,support,106000
122444,64,99,4,180,4,0,product_mng,105000
122460,51,95,4,169,3,0,sales,58000
122475,65,76,2,170,5,0,IT,61000
122477,80,94,3,150,3,0,technical,121000
122493,99,69,3,190,3,0,support,101000
122496,45,48,3,145,2,0,support,129000
122512,77,81,4,164,3,0,technical,202000
122525,13,43,4,165,5,0,sales,66000
122528,67,57,3,206,3,0,product_mng,141000
122534,73,60,3,145,6,0,technical,142000
122540,90,98,5,245,5,0,IT,73000
122554,40,51,2,144,3,0,accounting,70000
122568,66,60,3,210,2,0,sales,66000
122581,79,97,4,243,5,0,support,112000
122588,11,95,7,300,4,0,management,107000
122590,71,54,4,188,6,0,technical,65000
122595,41,56,2,150,3,0,product_mng,65000
122606,78,47,4,129,2,0,technical,146000
122607,39,50,2,142,3,0,hr,138000
122619,90,98,4,264,6,0,product_mng,122000
122631,99,64,4,218,4,0,accounting,65000
122640,64,67,4,252,3,0,sales,122000
122642,80,86,5,262,6,0,sales,106000
122658,96,62,4,217,2,0,support,114000
122662,93,59,3,202,2,0,hr,179000
122677,49,88,4,244,3,0,sales,61000
122679,55,87,3,215,2,0,RandD,149000
122686,9,95,6,271,4,0,sales,61000
122699,81,84,5,258,5,0,support,114000
122716,82,59,3,178,2,0,IT,106000
122724,52,92,3,214,3,0,accounting,66000
122734,93,83,4,225,2,0,sales,149000
122735,76,92,4,239,5,0,product_mng,74000
122747,64,55,4,167,3,0,technical,137000
122751,93,63,4,233,2,0,sales,72000
122765,57,49,3,159,4,0,technical,166000
122775,47,50,4,254,4,0,sales,68000
122776,49,59,4,265,3,0,RandD,68000
122792,39,53,2,136,3,0,hr,65000
122803,68,89,4,227,3,0,technical,143000
122810,98,80,3,166,2,0,hr,100000
122812,9,92,6,261,4,0,IT,101000
122822,86,100,5,257,5,0,technical,139000
122823,63,67,5,169,2,0,marketing,116000
122832,24,82,5,179,6,0,technical,136000
122836,73,58,5,230,3,0,sales,58000
122845,77,83,5,216,4,0,IT,146000
122858,78,99,5,241,5,0,sales,111000
122860,10,87,6,250,4,0,sales,55000
122875,93,63,3,160,4,0,sales,64000
122883,75,51,2,215,2,0,sales,52000
122890,73,88,5,204,5,0,sales,57000
122906,24,89,5,228,4,0,support,208000
122907,62,71,4,268,3,0,technical,74000
122920,97,70,3,253,3,0,sales,124000
122927,60,78,6,211,4,0,product_mng,106000
122942,50,50,3,184,3,0,support,61000
122951,70,87,4,252,2,0,support,74000
122964,47,56,4,226,3,0,marketing,69000
122966,80,63,4,211,2,0,product_mng,114000
122978,11,84,6,298,4,0,sales,63000
122989,73,92,5,266,5,0,support,131000
122998,51,80,5,268,3,0,RandD,131000
123011,37,48,2,160,3,0,product_mng,66000
123026,70,53,2,274,4,0,sales,56000
123030,37,41,6,101,3,0,product_mng,50000
123044,98,55,3,166,6,0,sales,148000
123058,51,63,4,198,2,0,management,118000
123065,19,80,6,157,6,0,sales,59000
123082,44,45,2,156,3,0,hr,144000
123097,45,68,4,212,4,0,sales,55000
123107,89,91,4,190,2,0,product_mng,106000
123114,79,59,4,187,2,0,management,68000
123123,50,61,4,135,3,0,accounting,126000
123128,86,68,5,263,2,0,technical,105000
123143,96,60,4,185,3,0,marketing,133000
123144,37,55,2,127,3,0,RandD,126000
123145,90,82,3,133,8,0,marketing,109000
123160,37,92,4,211,7,0,sales,188000
123176,52,38,3,132,4,0,support,109000
123181,82,51,5,232,3,0,marketing,105000
123194,37,51,2,154,3,0,sales,65000
123208,51,59,4,187,3,0,sales,73000
123216,81,85,3,263,3,0,IT,66000
123231,48,65,3,199,2,0,technical,62000
123246,50,53,3,207,4,0,sales,53000
123262,57,70,3,273,6,0,support,71000
123264,94,99,2,157,3,0,sales,131000
123271,91,91,4,262,6,0,support,57000
123272,69,75,3,253,3,0,management,159000
123280,56,52,3,243,3,0,sales,60000
123284,49,59,4,137,4,0,technical,201000
123295,58,77,4,140,3,0,RandD,52000
123312,76,67,5,243,3,0,sales,72000
123319,70,55,4,256,4,0,hr,105000
123336,49,69,2,188,4,0,sales,100000
123342,69,53,3,142,3,0,support,65000
123353,57,59,2,111,2,0,management,211000
123369,49,50,4,187,5,0,support,123000
123386,95,55,5,134,3,0,IT,144000
123397,72,96,5,267,5,0,technical,72000
123400,99,73,5,197,4,0,technical,66000
123415,16,69,4,187,5,0,marketing,136000
123421,59,65,4,219,3,0,technical,53000
123425,9,82,6,250,4,0,support,63000
123431,93,71,5,270,2,0,technical,161000
123444,64,54,3,166,2,0,support,127000
123458,97,86,3,257,4,0,sales,68000
123474,66,99,4,195,3,0,IT,72000
123481,53,70,4,155,5,0,support,59000
123486,70,55,4,233,2,0,support,123000
123496,69,82,4,252,3,0,IT,143000
123510,64,67,5,198,2,0,support,120000
123511,69,67,4,156,3,0,technical,64000
123512,72,86,5,251,5,0,sales,68000
123529,20,90,5,228,6,0,sales,128000
123530,82,86,4,264,5,0,management,129000
123538,9,96,6,245,4,0,IT,69000
123539,66,91,4,234,2,0,IT,104000
123553,74,51,4,246,3,0,marketing,110000
123556,22,62,6,142,3,0,IT,69000
123571,64,91,4,150,3,0,technical,59000
123587,40,72,3,139,2,0,support,105000
123602,24,39,5,158,2,0,sales,149000
123613,79,54,6,190,4,0,management,53000
123629,87,100,5,242,5,0,sales,51000
123637,94,59,5,250,3,0,hr,62000
123652,85,73,4,260,4,0,sales,62000
123658,65,60,3,218,4,0,RandD,139000
123672,40,55,2,147,3,0,support,64000
123682,87,84,5,216,3,0,support,125000
123699,80,70,4,246,3,1,marketing,53000
123706,77,91,5,221,6,0,support,142000
123711,89,94,5,223,3,0,sales,114000
123715,75,72,5,260,3,0,sales,53000
123731,89,82,4,243,5,0,sales,129000
123737,98,58,4,136,3,0,technical,52000
123748,91,99,5,254,5,0,technical,102000
123751,76,69,4,253,3,0,IT,64000
123766,39,45,2,134,3,0,technical,117000
123781,91,89,2,219,4,0,technical,64000
123798,66,52,3,149,4,0,sales,143000
123813,80,95,3,247,3,0,hr,119000
123815,63,55,4,200,3,0,RandD,62000
123832,73,97,3,165,2,0,sales,64000
123847,63,82,3,269,3,0,sales,71000
123862,37,37,3,168,3,0,hr,58000
123874,77,49,4,266,2,0,hr,63000
123876,20,53,5,272,5,0,product_mng,50000
123885,54,94,4,267,4,0,support,65000
123895,34,72,3,118,4,0,IT,74000
123910,81,88,5,242,5,0,support,116000
123911,59,57,3,147,4,0,technical,67000
123925,61,50,4,217,4,0,product_mng,126000
123935,10,93,6,288,4,0,sales,142000
123939,60,49,3,239,2,0,sales,108000
123949,52,67,4,210,3,0,technical,53000
123962,41,54,2,153,3,0,sales,53000
123971,71,93,5,140,8,0,marketing,108000
123972,52,90,5,176,3,0,technical,143000
123985,85,80,4,219,2,0,marketing,116000
123989,93,50,5,272,3,0,sales,61000
123994,91,94,5,257,5,0,technical,68000
124000,48,42,2,275,6,1,hr,107000
124014,51,67,4,228,3,0,support,55000
124020,77,85,5,192,2,0,technical,70000
124026,44,48,2,143,3,0,technical,136000
124043,69,57,5,245,2,0,sales,60000
124048,86,67,5,200,3,0,RandD,147000
124052,92,60,5,236,3,1,sales,109000
124054,66,66,4,273,4,0,IT,57000
124065,92,87,4,226,6,0,technical,107000
124078,69,99,3,133,3,0,support,72000
124090,67,97,4,186,3,0,hr,58000
